city,terrain,rider,traffic sign,license plate,road,sidewalk,vegetation,out of roi,building,pole,static,sky,person,bicycle,ego vehicle,car,cargroup,ground,wall,dynamic,fence,traffic light,motorcycle,bicyclegroup,persongroup,parking,bus,bridge,trailer,polegroup,tunnel,caravan,truck,guard rail,rectification border,rail track,train,motorcyclegroup,ridergroup,truckgroup
weimar,,1.0,4.0,1.0,1.0,3.0,5.0,1,3.0,7.0,12.0,1.0,,2.0,1,3.0,1.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,
weimar,,,5.0,,1.0,2.0,3.0,1,3.0,3.0,10.0,1.0,,,1,8.0,,,,4.0,,,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,
weimar,,1.0,14.0,1.0,1.0,3.0,6.0,1,3.0,34.0,19.0,1.0,3.0,3.0,1,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
weimar,,2.0,4.0,,1.0,2.0,3.0,1,1.0,9.0,7.0,1.0,3.0,4.0,1,,,,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
weimar,,,2.0,,1.0,2.0,3.0,1,3.0,12.0,11.0,1.0,,,1,4.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,
weimar,1.0,1.0,,,1.0,2.0,4.0,1,3.0,7.0,5.0,1.0,,1.0,1,7.0,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,
weimar,,,1.0,2.0,1.0,2.0,7.0,1,5.0,6.0,7.0,1.0,2.0,,1,4.0,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,
weimar,2.0,,1.0,1.0,1.0,3.0,11.0,1,4.0,7.0,6.0,1.0,3.0,,1,6.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
weimar,1.0,,7.0,,1.0,2.0,5.0,1,3.0,10.0,6.0,1.0,3.0,,1,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
weimar,,,4.0,1.0,1.0,2.0,2.0,1,1.0,10.0,7.0,1.0,1.0,,1,1.0,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,
weimar,1.0,,9.0,1.0,1.0,3.0,8.0,1,2.0,15.0,2.0,1.0,5.0,2.0,1,6.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
weimar,,,1.0,2.0,1.0,3.0,5.0,1,2.0,6.0,6.0,1.0,1.0,2.0,1,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
weimar,,,1.0,2.0,1.0,2.0,6.0,1,3.0,11.0,4.0,1.0,,,1,13.0,2.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,,
weimar,,,3.0,2.0,1.0,2.0,3.0,1,3.0,8.0,7.0,1.0,,,1,24.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
weimar,1.0,,6.0,2.0,1.0,3.0,3.0,1,3.0,7.0,10.0,1.0,1.0,,1,16.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
weimar,,,3.0,3.0,1.0,2.0,1.0,1,3.0,3.0,9.0,1.0,,,1,16.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
weimar,1.0,,2.0,1.0,1.0,2.0,3.0,1,4.0,3.0,6.0,1.0,1.0,,1,8.0,,,,,,,,,,,,,,,,,,,,,,,,
weimar,,,3.0,1.0,1.0,2.0,2.0,1,2.0,7.0,8.0,,3.0,3.0,1,3.0,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
weimar,,,5.0,,1.0,3.0,17.0,1,2.0,6.0,11.0,1.0,1.0,,1,9.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
weimar,3.0,,3.0,1.0,1.0,2.0,12.0,1,3.0,5.0,10.0,1.0,4.0,,1,19.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
weimar,2.0,,3.0,,1.0,2.0,6.0,1,4.0,10.0,10.0,1.0,,,1,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,
weimar,,,5.0,1.0,2.0,2.0,6.0,1,3.0,10.0,13.0,1.0,,,1,3.0,,,2.0,3.0,2.0,4.0,,,,,1.0,,,,,,,,,,,,,
weimar,3.0,,8.0,1.0,1.0,3.0,6.0,1,1.0,10.0,15.0,1.0,,,1,8.0,,,,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,
weimar,3.0,2.0,3.0,,1.0,2.0,5.0,1,1.0,6.0,10.0,1.0,4.0,2.0,1,6.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
weimar,,1.0,6.0,3.0,1.0,3.0,6.0,1,4.0,8.0,18.0,1.0,10.0,1.0,1,4.0,,,,,,,,,,,,,,,,,,,,,,,,
weimar,,2.0,10.0,,1.0,3.0,5.0,1,3.0,18.0,16.0,1.0,3.0,1.0,1,4.0,,,2.0,2.0,2.0,,2.0,,,,,,,,,,1.0,,,,,,,
weimar,1.0,5.0,10.0,,1.0,2.0,4.0,1,4.0,11.0,23.0,1.0,11.0,5.0,1,5.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
weimar,,5.0,17.0,,1.0,2.0,1.0,1,2.0,12.0,12.0,1.0,4.0,5.0,1,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
weimar,2.0,,2.0,,1.0,2.0,12.0,1,4.0,12.0,8.0,1.0,8.0,2.0,1,6.0,,,,,,2.0,,,,,1.0,,,2.0,,,,,,,,,,
weimar,1.0,,2.0,,1.0,2.0,3.0,1,3.0,19.0,12.0,1.0,1.0,,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,
weimar,3.0,,11.0,2.0,1.0,2.0,4.0,1,2.0,20.0,13.0,1.0,2.0,,1,2.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
weimar,1.0,1.0,12.0,,1.0,5.0,10.0,1,1.0,46.0,23.0,1.0,1.0,1.0,1,2.0,,3.0,1.0,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,
weimar,,,5.0,1.0,1.0,2.0,3.0,1,1.0,6.0,4.0,3.0,,,1,9.0,,,,,,,,,,,,,,,,,,,,,,,,
weimar,2.0,,3.0,1.0,1.0,2.0,2.0,1,1.0,9.0,10.0,1.0,3.0,,1,11.0,,,,,,,,,,,,,,,,,,,,,,,,
weimar,3.0,,7.0,,1.0,3.0,2.0,1,1.0,4.0,10.0,2.0,5.0,,1,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
weimar,1.0,,4.0,,1.0,2.0,1.0,1,2.0,11.0,3.0,1.0,1.0,,1,8.0,,,,,,,,,,,,,,,,,,,,,,,,
weimar,1.0,,2.0,,1.0,2.0,2.0,1,1.0,4.0,5.0,1.0,2.0,,1,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
weimar,,,5.0,2.0,1.0,2.0,3.0,1,1.0,4.0,6.0,1.0,3.0,,1,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
weimar,,,1.0,,1.0,1.0,2.0,1,1.0,3.0,18.0,1.0,3.0,1.0,1,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
weimar,,,4.0,,1.0,2.0,,1,1.0,3.0,8.0,,5.0,2.0,1,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
weimar,,,3.0,1.0,1.0,4.0,3.0,1,2.0,9.0,6.0,1.0,9.0,,1,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
weimar,,,,1.0,1.0,2.0,4.0,1,1.0,5.0,6.0,1.0,4.0,,1,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
weimar,,,1.0,1.0,1.0,2.0,2.0,1,1.0,7.0,8.0,1.0,6.0,1.0,1,2.0,,,1.0,4.0,,,,,3.0,,,,,,,,,,,,,,,
weimar,,,1.0,1.0,1.0,,4.0,1,1.0,4.0,7.0,2.0,21.0,,1,1.0,,,,11.0,,,,,1.0,,,,,1.0,,,,,,,,,,
weimar,1.0,2.0,7.0,1.0,1.0,3.0,2.0,1,3.0,10.0,7.0,1.0,7.0,1.0,1,8.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,
weimar,,,2.0,2.0,1.0,1.0,2.0,1,2.0,5.0,8.0,1.0,8.0,,1,8.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
weimar,,1.0,5.0,4.0,,,3.0,1,1.0,7.0,13.0,2.0,12.0,1.0,1,5.0,,1.0,,4.0,,,,,3.0,,,,,,,,,,,,,,,
weimar,,,3.0,,,1.0,1.0,1,1.0,3.0,10.0,2.0,2.0,6.0,1,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
weimar,,,,,1.0,2.0,1.0,1,1.0,1.0,3.0,1.0,7.0,,1,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
weimar,1.0,1.0,9.0,,1.0,3.0,3.0,1,3.0,24.0,11.0,1.0,10.0,1.0,1,6.0,,,,2.0,,,1.0,,2.0,,,,,2.0,,,,,,,,,,
weimar,1.0,,7.0,,1.0,2.0,1.0,1,1.0,12.0,15.0,1.0,,,1,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,
weimar,,,8.0,,1.0,2.0,2.0,1,4.0,13.0,13.0,1.0,12.0,,1,4.0,1.0,,,2.0,,3.0,,,1.0,,,,,,,,,,,,,,,
weimar,2.0,,10.0,,1.0,4.0,1.0,1,4.0,9.0,11.0,,18.0,,1,12.0,3.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,
weimar,2.0,2.0,15.0,,1.0,2.0,5.0,1,1.0,16.0,12.0,1.0,4.0,2.0,1,3.0,,,3.0,,3.0,5.0,,1.0,2.0,,,,,,,,,,,,,,,
weimar,1.0,,16.0,2.0,1.0,3.0,5.0,1,1.0,12.0,9.0,1.0,7.0,,1,15.0,,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
weimar,,1.0,6.0,2.0,1.0,3.0,2.0,1,1.0,6.0,4.0,1.0,15.0,1.0,1,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
weimar,,1.0,3.0,,1.0,2.0,3.0,1,1.0,3.0,3.0,,,1.0,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,
weimar,,2.0,12.0,1.0,1.0,3.0,2.0,1,1.0,16.0,8.0,,7.0,1.0,1,9.0,,,2.0,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,
weimar,,,6.0,,1.0,4.0,5.0,1,1.0,12.0,12.0,1.0,7.0,1.0,1,3.0,,,1.0,,,15.0,,1.0,,,,,,,,,,,,,,,,
weimar,,,3.0,,1.0,2.0,1.0,1,3.0,36.0,8.0,1.0,3.0,,1,4.0,,,,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,
weimar,,,12.0,,1.0,3.0,4.0,1,1.0,23.0,10.0,1.0,33.0,2.0,1,5.0,,,,4.0,,3.0,,,3.0,,,,,,,,,,,,,,,
weimar,1.0,2.0,7.0,,1.0,2.0,6.0,1,3.0,16.0,21.0,1.0,9.0,5.0,1,2.0,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,
weimar,5.0,1.0,9.0,,1.0,2.0,3.0,1,3.0,38.0,6.0,1.0,2.0,1.0,1,1.0,,,3.0,,4.0,,,,,,,,,,,,,,,,,,,
weimar,2.0,,4.0,,1.0,2.0,2.0,1,2.0,5.0,8.0,1.0,,,1,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,
weimar,2.0,1.0,6.0,,1.0,4.0,2.0,1,2.0,17.0,15.0,1.0,3.0,1.0,1,9.0,3.0,,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
weimar,,,1.0,1.0,1.0,2.0,1.0,1,2.0,8.0,6.0,1.0,2.0,,1,6.0,2.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,
weimar,2.0,1.0,1.0,,1.0,2.0,3.0,1,2.0,15.0,8.0,1.0,2.0,1.0,1,13.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
weimar,2.0,,6.0,,1.0,2.0,6.0,1,2.0,10.0,5.0,1.0,2.0,,1,3.0,,,1.0,1.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,
weimar,,1.0,4.0,2.0,1.0,4.0,2.0,1,2.0,17.0,6.0,1.0,,1.0,1,6.0,,,2.0,,1.0,9.0,,,,,,,,,,,,,,,,,,
weimar,2.0,,,1.0,1.0,2.0,1.0,1,1.0,3.0,6.0,1.0,5.0,,1,5.0,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,
weimar,2.0,1.0,10.0,1.0,1.0,4.0,4.0,1,3.0,22.0,14.0,1.0,,,1,5.0,1.0,,1.0,,2.0,18.0,1.0,,,,,,1.0,,,,,,,,,,,
weimar,,,3.0,,1.0,2.0,5.0,1,2.0,8.0,10.0,1.0,,,1,1.0,,,3.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,
weimar,1.0,,5.0,1.0,1.0,2.0,3.0,1,2.0,11.0,9.0,1.0,,,1,5.0,,,5.0,1.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,
weimar,,,,3.0,1.0,2.0,4.0,1,4.0,4.0,4.0,1.0,,,1,15.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
weimar,,2.0,2.0,2.0,1.0,2.0,7.0,1,5.0,7.0,1.0,1.0,,2.0,1,14.0,3.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
weimar,1.0,,10.0,1.0,1.0,2.0,10.0,1,8.0,8.0,5.0,1.0,,,1,15.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,
weimar,2.0,,2.0,2.0,1.0,2.0,8.0,1,4.0,2.0,,1.0,,,1,5.0,,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,
weimar,,,5.0,,1.0,3.0,12.0,1,5.0,11.0,3.0,1.0,,,1,4.0,1.0,,,,2.0,5.0,,,,,1.0,,,,,,,,,,,,,
weimar,1.0,,2.0,2.0,1.0,2.0,12.0,1,5.0,4.0,,1.0,,,1,16.0,3.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,
weimar,2.0,,5.0,1.0,1.0,1.0,7.0,1,3.0,7.0,8.0,1.0,2.0,,1,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
weimar,1.0,,4.0,,1.0,3.0,12.0,1,9.0,12.0,6.0,1.0,1.0,,1,1.0,2.0,1.0,6.0,,4.0,,,,,,1.0,,,,,,,,,,,,,
weimar,3.0,,9.0,1.0,1.0,4.0,10.0,1,5.0,10.0,8.0,1.0,3.0,,1,11.0,2.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
weimar,2.0,,8.0,,1.0,2.0,7.0,1,3.0,5.0,2.0,1.0,2.0,,1,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
weimar,2.0,1.0,3.0,1.0,1.0,2.0,14.0,1,5.0,7.0,4.0,1.0,1.0,,1,8.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
weimar,3.0,3.0,5.0,1.0,1.0,2.0,7.0,1,5.0,2.0,,1.0,,3.0,1,5.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
weimar,1.0,,,3.0,1.0,2.0,3.0,1,2.0,7.0,7.0,1.0,3.0,,1,15.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,
weimar,,2.0,2.0,1.0,1.0,2.0,3.0,1,2.0,3.0,1.0,1.0,1.0,3.0,1,6.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
weimar,1.0,,,,1.0,2.0,3.0,1,,1.0,1.0,1.0,1.0,,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
weimar,3.0,1.0,7.0,,1.0,4.0,4.0,1,1.0,10.0,11.0,1.0,1.0,1.0,1,3.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
weimar,,,,1.0,1.0,1.0,2.0,1,2.0,2.0,3.0,3.0,1.0,,1,6.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
weimar,,,2.0,2.0,1.0,1.0,4.0,1,1.0,1.0,,1.0,,,1,22.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
weimar,,,,1.0,1.0,1.0,2.0,1,2.0,,1.0,1.0,1.0,,1,24.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
weimar,3.0,,4.0,1.0,1.0,2.0,5.0,1,3.0,7.0,10.0,1.0,5.0,,1,12.0,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,
weimar,,1.0,13.0,,1.0,5.0,7.0,1,1.0,14.0,14.0,1.0,,1.0,1,5.0,,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,
weimar,,,3.0,2.0,1.0,3.0,4.0,1,2.0,3.0,3.0,1.0,,,1,6.0,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
zurich,,,4.0,,1.0,2.0,3.0,1,3.0,21.0,13.0,2.0,2.0,,1,4.0,2.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,,
zurich,,,11.0,1.0,1.0,2.0,1.0,1,4.0,16.0,13.0,1.0,6.0,,1,9.0,1.0,7.0,2.0,1.0,1.0,9.0,,,3.0,,,,,,,,,,,,1.0,,,
zurich,,,3.0,,1.0,2.0,5.0,1,1.0,11.0,9.0,1.0,5.0,,1,2.0,,3.0,,1.0,1.0,3.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
zurich,3.0,,,1.0,1.0,4.0,2.0,1,4.0,19.0,7.0,1.0,26.0,,1,4.0,1.0,1.0,1.0,1.0,,3.0,,,1.0,,,,,,,,,,,,1.0,,,
zurich,,,,1.0,1.0,5.0,,1,2.0,13.0,9.0,1.0,7.0,,1,3.0,,2.0,,,,6.0,,1.0,3.0,,,,,1.0,,,,,,,1.0,,,
zurich,1.0,1.0,6.0,2.0,1.0,,4.0,1,1.0,5.0,1.0,1.0,4.0,1.0,1,12.0,,,1.0,2.0,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,
zurich,,3.0,3.0,,1.0,2.0,2.0,1,1.0,8.0,13.0,1.0,11.0,3.0,1,1.0,,1.0,,1.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,
zurich,,,4.0,1.0,1.0,6.0,5.0,1,2.0,8.0,3.0,1.0,4.0,,1,5.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,
zurich,,,7.0,2.0,1.0,4.0,1.0,1,4.0,8.0,5.0,1.0,2.0,,1,3.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
zurich,,2.0,4.0,2.0,1.0,3.0,1.0,1,1.0,11.0,14.0,1.0,2.0,2.0,1,8.0,,,,,,12.0,,2.0,,,,,,,,,,,,,1.0,,,
zurich,,3.0,4.0,1.0,1.0,2.0,4.0,1,1.0,6.0,21.0,1.0,7.0,3.0,1,2.0,,3.0,,7.0,,11.0,,,1.0,,,,,,,,,,,,1.0,,,
zurich,4.0,3.0,5.0,1.0,1.0,2.0,9.0,1,2.0,12.0,11.0,1.0,2.0,3.0,1,7.0,,,,2.0,,9.0,2.0,,,,,,,,,,,,,,,,,
zurich,2.0,1.0,5.0,1.0,1.0,2.0,7.0,1,2.0,11.0,11.0,1.0,1.0,1.0,1,6.0,,1.0,,1.0,,15.0,,,,,,,,,,,,,,,,,,
zurich,,,4.0,,1.0,3.0,2.0,1,1.0,5.0,5.0,,1.0,,1,10.0,,1.0,,2.0,,6.0,,,,,,,,,,,,,,,,,,
zurich,,2.0,8.0,1.0,1.0,4.0,2.0,1,1.0,12.0,12.0,1.0,6.0,2.0,1,3.0,,2.0,,5.0,,8.0,1.0,,,,,,,,,,,,,,,,,
zurich,,,1.0,1.0,1.0,1.0,2.0,1,2.0,6.0,6.0,2.0,2.0,,1,2.0,,1.0,,,,3.0,,,,,,,,,,,,,,,1.0,,,
zurich,,2.0,3.0,,1.0,1.0,7.0,1,1.0,5.0,17.0,1.0,,3.0,1,15.0,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,
zurich,2.0,,4.0,1.0,1.0,2.0,3.0,1,1.0,10.0,13.0,1.0,4.0,1.0,1,3.0,,,1.0,4.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
zurich,2.0,,5.0,,1.0,4.0,4.0,1,1.0,23.0,19.0,1.0,5.0,1.0,1,8.0,,1.0,3.0,8.0,2.0,9.0,,,,,,,,,,,,,,,,,,
zurich,4.0,1.0,4.0,,1.0,2.0,9.0,1,1.0,16.0,12.0,1.0,4.0,1.0,1,12.0,,4.0,,2.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,
zurich,3.0,,9.0,1.0,1.0,6.0,10.0,1,1.0,20.0,15.0,1.0,5.0,,1,4.0,,,,3.0,,20.0,,,1.0,,,,,,,,,,,,,,,
zurich,1.0,,8.0,1.0,1.0,3.0,4.0,1,2.0,11.0,9.0,1.0,7.0,,1,19.0,1.0,1.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,
zurich,3.0,1.0,5.0,,1.0,7.0,1.0,1,2.0,16.0,12.0,1.0,2.0,1.0,1,6.0,,,2.0,,1.0,13.0,1.0,,,,,,,,,,,,,,,,,
zurich,1.0,2.0,12.0,,1.0,3.0,1.0,1,3.0,30.0,36.0,3.0,2.0,3.0,1,15.0,,4.0,1.0,,,5.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
zurich,,,9.0,,1.0,3.0,4.0,1,1.0,6.0,15.0,1.0,12.0,1.0,1,6.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
zurich,,3.0,13.0,1.0,1.0,3.0,4.0,1,1.0,12.0,17.0,1.0,2.0,1.0,1,6.0,,,1.0,5.0,1.0,8.0,2.0,,,,1.0,,,,,,,,,,,,,
zurich,4.0,1.0,3.0,3.0,1.0,1.0,9.0,1,2.0,19.0,18.0,1.0,,2.0,1,17.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
zurich,,1.0,16.0,1.0,1.0,6.0,7.0,1,7.0,31.0,39.0,3.0,5.0,1.0,1,11.0,,2.0,1.0,4.0,1.0,19.0,,,1.0,,,,,,,,,,,,,,,
zurich,,2.0,6.0,3.0,1.0,3.0,14.0,1,1.0,6.0,30.0,,1.0,1.0,1,10.0,,4.0,,,3.0,6.0,,,,,,,,,,,2.0,,,,,,,
zurich,3.0,4.0,16.0,4.0,1.0,4.0,5.0,1,1.0,14.0,33.0,1.0,1.0,5.0,1,28.0,,1.0,1.0,1.0,,20.0,,1.0,,,,,,,,,,,,,,,,
zurich,,1.0,4.0,,1.0,2.0,1.0,1,2.0,12.0,10.0,1.0,7.0,1.0,1,6.0,,2.0,1.0,,,10.0,,,,,,,,,,,,,,,,,,
zurich,,2.0,4.0,,1.0,2.0,1.0,1,3.0,16.0,12.0,1.0,,,1,5.0,,4.0,1.0,,1.0,10.0,1.0,,,,,,,,,,,,,,,,,
zurich,2.0,1.0,8.0,,1.0,2.0,7.0,1,2.0,22.0,16.0,1.0,3.0,1.0,1,12.0,,1.0,1.0,3.0,2.0,15.0,,1.0,,,,,,,,,,,,,,,,
zurich,1.0,2.0,8.0,,1.0,3.0,1.0,1,2.0,14.0,27.0,1.0,3.0,,1,16.0,1.0,5.0,1.0,4.0,,10.0,,,,,,,,,,,,,,,,,,
zurich,,,10.0,,1.0,2.0,1.0,1,5.0,21.0,24.0,2.0,3.0,,1,15.0,,2.0,1.0,,,10.0,,,,,,,,,,,,,,,,,,
zurich,,,5.0,2.0,1.0,1.0,1.0,1,4.0,10.0,5.0,,2.0,,1,5.0,,1.0,,2.0,,8.0,,,,,,,,,,,,,,,,,,
zurich,1.0,,5.0,2.0,1.0,2.0,3.0,1,9.0,20.0,21.0,1.0,,,1,13.0,1.0,,1.0,,,13.0,,,,,,,,,,,,,,,,,,
zurich,,2.0,6.0,3.0,1.0,3.0,2.0,1,,16.0,26.0,1.0,10.0,2.0,1,17.0,,1.0,1.0,,1.0,13.0,,1.0,,,,,,,,,,,,,1.0,,,
zurich,1.0,2.0,9.0,3.0,1.0,2.0,2.0,1,20.0,23.0,23.0,1.0,17.0,3.0,1,8.0,1.0,,3.0,,1.0,7.0,1.0,,,,1.0,,,,,,,,,,2.0,,,
zurich,,,4.0,2.0,1.0,3.0,1.0,1,4.0,21.0,21.0,1.0,12.0,,1,7.0,,,1.0,,,6.0,2.0,1.0,,,1.0,,,,,,,,,,3.0,,,
zurich,,3.0,3.0,3.0,1.0,3.0,3.0,1,2.0,27.0,23.0,1.0,21.0,,1,6.0,,,1.0,2.0,2.0,6.0,,,1.0,,,,,1.0,,,,,,,2.0,,,
zurich,,3.0,3.0,2.0,1.0,2.0,2.0,1,1.0,12.0,5.0,1.0,15.0,,1,4.0,,,,,,10.0,2.0,,,,,,,,,,,,,,4.0,,,
zurich,,3.0,8.0,1.0,1.0,2.0,3.0,1,1.0,9.0,21.0,1.0,24.0,5.0,1,10.0,,1.0,,4.0,,8.0,1.0,,,,1.0,,,,,,,,,,,,,
zurich,1.0,,10.0,4.0,1.0,2.0,4.0,1,1.0,15.0,20.0,1.0,19.0,1.0,1,9.0,,,,2.0,,13.0,,,,,2.0,,,,,,,,,,1.0,,,
zurich,,2.0,5.0,,1.0,2.0,2.0,1,2.0,14.0,21.0,1.0,6.0,3.0,1,2.0,,2.0,1.0,,,13.0,,,,,,,,,,,,,,,2.0,,,
zurich,,3.0,9.0,1.0,1.0,3.0,2.0,1,2.0,23.0,33.0,1.0,10.0,2.0,1,5.0,1.0,2.0,,2.0,,20.0,1.0,,,,,,,,,,,,,,3.0,,,
zurich,,,5.0,,1.0,4.0,8.0,1,3.0,5.0,8.0,1.0,,,1,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
zurich,,,4.0,1.0,1.0,2.0,6.0,1,2.0,5.0,6.0,1.0,,1.0,1,8.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
zurich,,,2.0,1.0,1.0,2.0,5.0,1,2.0,5.0,6.0,1.0,,,1,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
zurich,2.0,,4.0,1.0,1.0,1.0,6.0,1,2.0,3.0,3.0,,,,1,6.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
zurich,2.0,,4.0,,1.0,2.0,5.0,1,2.0,7.0,1.0,1.0,,,1,2.0,,,3.0,,,7.0,,,,1.0,,,,,,,1.0,,,,,,,
zurich,1.0,,7.0,,1.0,3.0,8.0,1,6.0,15.0,16.0,1.0,15.0,,1,6.0,,1.0,1.0,9.0,1.0,9.0,1.0,,,,1.0,,,,,,,,,,,,,
zurich,,3.0,5.0,,1.0,2.0,4.0,1,3.0,11.0,14.0,1.0,7.0,1.0,1,8.0,,2.0,,7.0,,7.0,3.0,,,,,,,,,,,,,,,,,
zurich,,2.0,12.0,,1.0,2.0,4.0,1,3.0,14.0,16.0,1.0,1.0,2.0,1,8.0,,,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,
zurich,,,5.0,1.0,1.0,3.0,6.0,1,6.0,11.0,5.0,1.0,5.0,,1,12.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
zurich,,1.0,14.0,,1.0,4.0,3.0,1,4.0,9.0,22.0,1.0,9.0,2.0,1,8.0,,,,11.0,,,,,,,,,,,,,,,,,,,,
zurich,1.0,1.0,8.0,1.0,2.0,2.0,18.0,1,4.0,16.0,9.0,1.0,,3.0,1,10.0,,,,1.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,
